fecha,sku,producto,unidades_vendidas,nota
2015-03-23,SKU-003,Azucar_1kg,769.3,ok
2015-03-23,SKU-004,Leche_UHT_1L,1285.8,ok
2015-03-23,SKU-005,Harina_1kg,587.9,ok
2015-03-23,SKU-006,Pasta_Spaghetti,612.4,ok
2015-03-23,SKU-007,Atun_Lata_170g,,missing
2015-03-23,SKU-008,Frijol_500g,577.2,ok
2015-03-23,SKU-009,Sal_1kg,325.4,ok
2015-03-23,SKU-010,Cafe_Molido_250g,833.4,ok
2015-03-23,SKU-011,Jabon_Barra,646.1,ok
2015-03-23,SKU-012,Shampoo_400ml,-0.5,negativo
2015-03-23,SKU-013,Papel_Higienico_4x,1192.3,ok
2015-03-23,SKU-014,Detergente_1kg,736.7,ok
2015-03-23,SKU-015,Mayonesa_445g,429.6,ok
2015-03-23,SKU-016,Ketchup_397g,,missing_bloque
2015-03-23,SKU-017,Galletas_200g,782.6,ok
2015-03-23,SKU-018,Jugo_Naranja_1L,795.4,ok
2015-03-23,SKU-019,Agua_500ml_x24,1699.2,ok
2015-03-23,SKU-020,Cereal_Corn_500g,553.3,ok
2015-03-30,SKU-001,Arroz_500g,1050.1,ok
2015-03-30,SKU-002,Aceite_1L,721.5,ok
2015-03-30,SKU-003,Azucar_1kg,872.6,ok
2015-03-30,SKU-004,Leche_UHT_1L,1354.3,ok
2015-03-30,SKU-005,Harina_1kg,,missing
2015-03-30,SKU-006,Pasta_Spaghetti,595.3,ok
2015-03-30,SKU-007,Atun_Lata_170g,333.6,ok
2015-03-30,SKU-008,Frijol_500g,577.6,ok
2015-03-30,SKU-009,Sal_1kg,350.2,ok
2015-03-30,SKU-010,Cafe_Molido_250g,901.4,ok
2015-03-30,SKU-011,Jabon_Barra,1753.1,outlier_alto
2015-03-30,SKU-012,Shampoo_400ml,530.2,ok
2015-03-30,SKU-013,Papel_Higienico_4x,1164.9,ok
2015-03-30,SKU-014,Detergente_1kg,754.4,ok
2015-03-30,SKU-015,Mayonesa_445g,384.7,ok
2015-03-30,SKU-016,Ketchup_397g,,missing_bloque
2015-03-30,SKU-017,Galletas_200g,754.0,ok
2015-03-30,SKU-018,Jugo_Naranja_1L,789.0,ok
2015-03-30,SKU-019,Agua_500ml_x24,1724.9,ok
2015-03-30,SKU-020,Cereal_Corn_500g,582.9,ok
2015-04-06,SKU-001,Arroz_500g,1118.0,ok
2015-04-06,SKU-002,Aceite_1L,714.8,ok
2015-04-06,SKU-003,Azucar_1kg,876.8,ok
2015-04-06,SKU-004,Leche_UHT_1L,1478.9,ok
2015-04-06,SKU-005,Harina_1kg,619.3,ok
2015-04-06,SKU-006,Pasta_Spaghetti,689.4,ok
2015-04-06,SKU-007,Atun_Lata_170g,428.9,ok
2015-04-06,SKU-008,Frijol_500g,106.1,outlier_bajo
2015-04-06,SKU-009,Sal_1kg,352.4,ok
2015-04-06,SKU-010,Cafe_Molido_250g,844.5,ok
2015-04-06,SKU-011,Jabon_Barra,594.1,ok
2015-04-06,SKU-012,Shampoo_400ml,588.7,ok
2015-04-06,SKU-013,Papel_Higienico_4x,1289.2,ok
2015-04-06,SKU-014,Detergente_1kg,732.0,ok
2015-04-06,SKU-015,Mayonesa_445g,406.2,ok
2015-04-06,SKU-016,Ketchup_397g,,missing_bloque
2015-04-06,SKU-017,Galletas_200g,801.6,ok
2015-04-06,SKU-018,Jugo_Naranja_1L,838.7,ok
2015-04-06,SKU-019,Agua_500ml_x24,1738.4,ok
2015-04-06,SKU-020,Cereal_Corn_500g,556.2,ok
2015-04-13,SKU-001,Arroz_500g,,missing
2015-04-13,SKU-002,Aceite_1L,699.3,ok
2015-04-13,SKU-003,Azucar_1kg,895.3,ok
2015-04-13,SKU-004,Leche_UHT_1L,1486.8,ok
2015-04-13,SKU-005,Harina_1kg,588.4,ok
2015-04-13,SKU-006,Pasta_Spaghetti,629.0,ok
2015-04-13,SKU-007,Atun_Lata_170g,1106.9,outlier_alto
2015-04-13,SKU-008,Frijol_500g,,missing
2015-04-13,SKU-009,Sal_1kg,347.2,ok
2015-04-13,SKU-010,Cafe_Molido_250g,868.9,ok
2015-04-13,SKU-011,Jabon_Barra,642.7,ok
2015-04-13,SKU-012,Shampoo_400ml,462.0,ok
2015-04-13,SKU-013,Papel_Higienico_4x,1176.2,ok
2015-04-13,SKU-014,Detergente_1kg,709.7,ok
2015-04-13,SKU-015,Mayonesa_445g,373.4,ok
2015-04-13,SKU-016,Ketchup_397g,303.3,ok
2015-04-13,SKU-017,Galletas_200g,851.2,ok
2015-04-13,SKU-018,Jugo_Naranja_1L,719.5,ok
2015-04-13,SKU-019,Agua_500ml_x24,1789.5,ok
2015-04-13,SKU-020,Cereal_Corn_500g,568.5,ok
2015-04-20,SKU-001,Arroz_500g,1085.8,ok
2015-04-20,SKU-002,Aceite_1L,666.2,ok
2015-04-20,SKU-003,Azucar_1kg,844.6,ok
2015-04-20,SKU-004,Leche_UHT_1L,1292.1,ok
2015-04-20,SKU-005,Harina_1kg,619.2,ok
2015-04-20,SKU-006,Pasta_Spaghetti,530.3,ok
2015-04-20,SKU-007,Atun_Lata_170g,443.2,ok
2015-04-20,SKU-008,Frijol_500g,545.4,ok
2015-04-20,SKU-009,Sal_1kg,328.0,ok
2015-04-20,SKU-010,Cafe_Molido_250g,841.1,ok
2015-04-20,SKU-011,Jabon_Barra,530.1,ok
2015-04-20,SKU-012,Shampoo_400ml,1788.8,outlier_alto
2015-04-20,SKU-013,Papel_Higienico_4x,1153.6,ok
2015-04-20,SKU-014,Detergente_1kg,,missing
2015-04-20,SKU-015,Mayonesa_445g,356.5,ok
2015-04-20,SKU-016,Ketchup_397g,45.1,outlier_bajo
2015-04-20,SKU-017,Galletas_200g,997.0,ok
2015-04-20,SKU-018,Jugo_Naranja_1L,671.7,ok
2015-04-20,SKU-019,Agua_500ml_x24,1929.2,ok
2015-04-20,SKU-020,Cereal_Corn_500g,571.2,ok
2015-04-27,SKU-001,Arroz_500g,,missing
2015-04-27,SKU-002,Aceite_1L,626.3,ok
2015-04-27,SKU-003,Azucar_1kg,949.2,ok
2015-04-27,SKU-004,Leche_UHT_1L,6755.5,outlier_alto
2015-04-27,SKU-005,Harina_1kg,558.1,ok
2015-04-27,SKU-006,Pasta_Spaghetti,504.9,ok
2015-04-27,SKU-007,Atun_Lata_170g,427.3,ok
2015-04-27,SKU-008,Frijol_500g,530.0,ok
2015-04-27,SKU-009,Sal_1kg,264.8,ok
2015-04-27,SKU-010,Cafe_Molido_250g,930.4,ok
2015-04-27,SKU-011,Jabon_Barra,483.4,ok
2015-04-27,SKU-012,Shampoo_400ml,444.7,ok
2015-04-27,SKU-013,Papel_Higienico_4x,1098.8,ok
2015-04-27,SKU-014,Detergente_1kg,681.1,ok
2015-04-27,SKU-015,Mayonesa_445g,354.7,ok
2015-04-27,SKU-016,Ketchup_397g,337.5,ok
2015-04-27,SKU-017,Galletas_200g,916.0,ok
2015-04-27,SKU-018,Jugo_Naranja_1L,795.0,ok
2015-04-27,SKU-019,Agua_500ml_x24,1775.1,ok
2015-04-27,SKU-020,Cereal_Corn_500g,567.1,ok
2015-05-04,SKU-001,Arroz_500g,1160.9,ok
2015-05-04,SKU-002,Aceite_1L,113.3,outlier_bajo
2015-05-04,SKU-003,Azucar_1kg,906.9,ok
2015-05-04,SKU-004,Leche_UHT_1L,1471.8,ok
2015-05-04,SKU-005,Harina_1kg,632.7,ok
2015-05-04,SKU-006,Pasta_Spaghetti,538.4,ok
2015-05-04,SKU-007,Atun_Lata_170g,449.6,ok
2015-05-04,SKU-008,Frijol_500g,540.7,ok
2015-05-04,SKU-009,Sal_1kg,,missing
2015-05-04,SKU-010,Cafe_Molido_250g,913.4,ok
2015-05-04,SKU-011,Jabon_Barra,501.9,ok
2015-05-04,SKU-012,Shampoo_400ml,539.8,ok
2015-05-04,SKU-013,Papel_Higienico_4x,1211.4,ok
2015-05-04,SKU-014,Detergente_1kg,815.1,ok
2015-05-04,SKU-015,Mayonesa_445g,22.2,outlier_bajo
2015-05-04,SKU-016,Ketchup_397g,295.5,ok
2015-05-04,SKU-017,Galletas_200g,956.4,ok
2015-05-04,SKU-018,Jugo_Naranja_1L,,missing
2015-05-04,SKU-019,Agua_500ml_x24,1864.1,ok
2015-05-04,SKU-020,Cereal_Corn_500g,574.5,ok
2015-05-11,SKU-001,Arroz_500g,1085.9,ok
2015-05-11,SKU-002,Aceite_1L,588.8,ok
2015-05-11,SKU-003,Azucar_1kg,919.8,ok
2015-05-11,SKU-004,Leche_UHT_1L,1445.7,ok
2015-05-11,SKU-005,Harina_1kg,637.7,ok
2015-05-11,SKU-006,Pasta_Spaghetti,597.2,ok
2015-05-11,SKU-007,Atun_Lata_170g,440.7,ok
2015-05-11,SKU-008,Frijol_500g,539.2,ok
2015-05-11,SKU-009,Sal_1kg,274.7,ok
2015-05-11,SKU-010,Cafe_Molido_250g,779.3,ok
2015-05-11,SKU-011,Jabon_Barra,599.7,ok
2015-05-11,SKU-012,Shampoo_400ml,,missing
2015-05-11,SKU-013,Papel_Higienico_4x,-106.7,negativo
2015-05-11,SKU-014,Detergente_1kg,739.3,ok
2015-05-11,SKU-015,Mayonesa_445g,317.4,ok
2015-05-11,SKU-016,Ketchup_397g,297.0,ok
2015-05-11,SKU-017,Galletas_200g,866.1,ok
2015-05-11,SKU-018,Jugo_Naranja_1L,663.8,ok
2015-05-11,SKU-019,Agua_500ml_x24,1854.8,ok
2015-05-11,SKU-020,Cereal_Corn_500g,,missing
2015-05-18,SKU-001,Arroz_500g,957.6,ok
2015-05-18,SKU-002,Aceite_1L,512.5,ok
2015-05-18,SKU-003,Azucar_1kg,821.9,ok
2015-05-18,SKU-004,Leche_UHT_1L,106.2,outlier_bajo
2015-05-18,SKU-005,Harina_1kg,540.6,ok
2015-05-18,SKU-006,Pasta_Spaghetti,465.9,ok
2015-05-18,SKU-007,Atun_Lata_170g,420.9,ok
2015-05-18,SKU-008,Frijol_500g,486.7,ok
2015-05-18,SKU-009,Sal_1kg,-8.4,negativo
2015-05-18,SKU-010,Cafe_Molido_250g,761.0,ok
2015-05-18,SKU-011,Jabon_Barra,-36.3,negativo
2015-05-18,SKU-012,Shampoo_400ml,422.9,ok
2015-05-18,SKU-013,Papel_Higienico_4x,1063.0,ok
2015-05-18,SKU-014,Detergente_1kg,766.1,ok
2015-05-18,SKU-015,Mayonesa_445g,361.1,ok
2015-05-18,SKU-016,Ketchup_397g,297.5,ok
2015-05-18,SKU-017,Galletas_200g,838.7,ok
2015-05-18,SKU-018,Jugo_Naranja_1L,2981.4,outlier_alto
2015-05-18,SKU-019,Agua_500ml_x24,1677.1,ok
2015-05-18,SKU-020,Cereal_Corn_500g,576.1,ok
2015-05-25,SKU-001,Arroz_500g,1017.0,ok
2015-05-25,SKU-002,Aceite_1L,643.4,ok
2015-05-25,SKU-003,Azucar_1kg,818.9,ok
2015-05-25,SKU-004,Leche_UHT_1L,1239.7,ok
2015-05-25,SKU-005,Harina_1kg,565.0,ok
2015-05-25,SKU-006,Pasta_Spaghetti,502.8,ok
2015-05-25,SKU-007,Atun_Lata_170g,10.5,outlier_bajo
2015-05-25,SKU-008,Frijol_500g,516.7,ok
2015-05-25,SKU-009,Sal_1kg,277.8,ok
2015-05-25,SKU-010,Cafe_Molido_250g,948.6,ok
2015-05-25,SKU-011,Jabon_Barra,1055.9,duplicado
2015-05-25,SKU-012,Shampoo_400ml,432.8,ok
2015-05-25,SKU-013,Papel_Higienico_4x,1052.2,ok
2015-05-25,SKU-014,Detergente_1kg,718.8,ok
2015-05-25,SKU-015,Mayonesa_445g,287.8,ok
2015-05-25,SKU-016,Ketchup_397g,284.1,ok
2015-05-25,SKU-017,Galletas_200g,853.0,ok
2015-05-25,SKU-018,Jugo_Naranja_1L,,missing
2015-05-25,SKU-019,Agua_500ml_x24,-105.4,negativo
2015-05-25,SKU-020,Cereal_Corn_500g,576.1,ok
2015-06-01,SKU-001,Arroz_500g,1146.2,ok
2015-06-01,SKU-002,Aceite_1L,630.4,ok
2015-06-01,SKU-003,Azucar_1kg,869.1,ok
2015-06-01,SKU-004,Leche_UHT_1L,1255.7,ok
2015-06-01,SKU-005,Harina_1kg,524.7,ok
2015-06-01,SKU-006,Pasta_Spaghetti,642.4,ok
2015-06-01,SKU-007,Atun_Lata_170g,352.0,ok
2015-06-01,SKU-008,Frijol_500g,533.5,ok
2015-06-01,SKU-009,Sal_1kg,316.7,ok
2015-06-01,SKU-010,Cafe_Molido_250g,923.9,ok
2015-06-01,SKU-011,Jabon_Barra,564.1,ok
2015-06-01,SKU-012,Shampoo_400ml,488.3,ok
2015-06-01,SKU-013,Papel_Higienico_4x,1086.2,ok
2015-06-01,SKU-014,Detergente_1kg,838.5,ok
2015-06-01,SKU-015,Mayonesa_445g,343.0,ok
2015-06-01,SKU-016,Ketchup_397g,297.3,ok
2015-06-01,SKU-017,Galletas_200g,877.0,ok
2015-06-01,SKU-018,Jugo_Naranja_1L,685.2,ok
2015-06-01,SKU-019,Agua_500ml_x24,1873.0,ok
2015-06-01,SKU-020,Cereal_Corn_500g,88.0,outlier_bajo
2015-06-08,SKU-001,Arroz_500g,910.4,ok
2015-06-08,SKU-002,Aceite_1L,674.3,ok
2015-06-08,SKU-003,Azucar_1kg,851.8,ok
2015-06-08,SKU-004,Leche_UHT_1L,1246.3,ok
2015-06-08,SKU-005,Harina_1kg,476.8,ok
2015-06-08,SKU-006,Pasta_Spaghetti,550.7,ok
2015-06-08,SKU-007,Atun_Lata_170g,,missing
2015-06-08,SKU-008,Frijol_500g,565.8,ok
2015-06-08,SKU-009,Sal_1kg,1128.0,outlier_alto
2015-06-08,SKU-010,Cafe_Molido_250g,1577.3,duplicado
2015-06-08,SKU-011,Jabon_Barra,461.5,ok
2015-06-08,SKU-012,Shampoo_400ml,420.2,ok
2015-06-08,SKU-013,Papel_Higienico_4x,1047.0,ok
2015-06-08,SKU-014,Detergente_1kg,792.0,ok
2015-06-08,SKU-015,Mayonesa_445g,377.9,ok
2015-06-08,SKU-016,Ketchup_397g,328.6,ok
2015-06-08,SKU-017,Galletas_200g,633.7,ok
2015-06-08,SKU-018,Jugo_Naranja_1L,662.8,ok
2015-06-08,SKU-019,Agua_500ml_x24,1633.3,ok
2015-06-08,SKU-020,Cereal_Corn_500g,462.0,ok
2015-06-15,SKU-001,Arroz_500g,1030.3,ok
2015-06-15,SKU-002,Aceite_1L,576.6,ok
2015-06-15,SKU-003,Azucar_1kg,805.2,ok
2015-06-15,SKU-004,Leche_UHT_1L,1088.4,ok
2015-06-15,SKU-005,Harina_1kg,506.5,ok
2015-06-15,SKU-006,Pasta_Spaghetti,621.6,ok
2015-06-15,SKU-007,Atun_Lata_170g,332.2,ok
2015-06-15,SKU-008,Frijol_500g,504.7,ok
2015-06-15,SKU-009,Sal_1kg,5.4,outlier_bajo
2015-06-15,SKU-010,Cafe_Molido_250g,848.5,ok
2015-06-15,SKU-011,Jabon_Barra,600.4,ok
2015-06-15,SKU-012,Shampoo_400ml,515.3,ok
2015-06-15,SKU-013,Papel_Higienico_4x,,missing_bloque
2015-06-15,SKU-014,Detergente_1kg,641.1,ok
2015-06-15,SKU-015,Mayonesa_445g,345.8,ok
2015-06-15,SKU-016,Ketchup_397g,290.7,ok
2015-06-15,SKU-017,Galletas_200g,745.8,ok
2015-06-15,SKU-018,Jugo_Naranja_1L,620.3,ok
2015-06-15,SKU-019,Agua_500ml_x24,6513.2,outlier_alto
2015-06-15,SKU-020,Cereal_Corn_500g,475.7,ok
2015-06-22,SKU-001,Arroz_500g,1002.7,ok
2015-06-22,SKU-002,Aceite_1L,668.6,ok
2015-06-22,SKU-003,Azucar_1kg,803.6,ok
2015-06-22,SKU-004,Leche_UHT_1L,1184.8,ok
2015-06-22,SKU-005,Harina_1kg,513.7,ok
2015-06-22,SKU-006,Pasta_Spaghetti,540.9,ok
2015-06-22,SKU-007,Atun_Lata_170g,349.4,ok
2015-06-22,SKU-008,Frijol_500g,2148.4,outlier_alto
2015-06-22,SKU-009,Sal_1kg,301.9,ok
2015-06-22,SKU-010,Cafe_Molido_250g,751.2,ok
2015-06-22,SKU-011,Jabon_Barra,611.1,ok
2015-06-22,SKU-012,Shampoo_400ml,,missing
2015-06-22,SKU-013,Papel_Higienico_4x,,missing_bloque
2015-06-22,SKU-014,Detergente_1kg,619.9,ok
2015-06-22,SKU-015,Mayonesa_445g,343.3,ok
2015-06-22,SKU-016,Ketchup_397g,328.4,ok
2015-06-22,SKU-017,Galletas_200g,774.3,ok
2015-06-22,SKU-018,Jugo_Naranja_1L,632.6,ok
2015-06-22,SKU-019,Agua_500ml_x24,3537.7,duplicado
2015-06-22,SKU-020,Cereal_Corn_500g,480.5,ok
2015-06-29,SKU-001,Arroz_500g,1002.6,ok
2015-06-29,SKU-002,Aceite_1L,603.8,ok
2015-06-29,SKU-003,Azucar_1kg,870.2,ok
2015-06-29,SKU-004,Leche_UHT_1L,1290.5,ok
2015-06-29,SKU-005,Harina_1kg,2670.3,outlier_alto
2015-06-29,SKU-006,Pasta_Spaghetti,633.3,ok
2015-06-29,SKU-007,Atun_Lata_170g,58.7,outlier_bajo
2015-06-29,SKU-008,Frijol_500g,491.5,ok
2015-06-29,SKU-009,Sal_1kg,-23.3,negativo
2015-06-29,SKU-010,Cafe_Molido_250g,918.2,ok
2015-06-29,SKU-011,Jabon_Barra,603.2,ok
2015-06-29,SKU-012,Shampoo_400ml,501.5,ok
2015-06-29,SKU-013,Papel_Higienico_4x,,missing_bloque
2015-06-29,SKU-014,Detergente_1kg,675.5,ok
2015-06-29,SKU-015,Mayonesa_445g,377.0,ok
2015-06-29,SKU-016,Ketchup_397g,,missing
2015-06-29,SKU-017,Galletas_200g,115.4,outlier_bajo
2015-06-29,SKU-018,Jugo_Naranja_1L,,missing
2015-06-29,SKU-019,Agua_500ml_x24,1735.4,ok
2015-06-29,SKU-020,Cereal_Corn_500g,552.4,ok
2015-07-06,SKU-001,Arroz_500g,876.5,ok
2015-07-06,SKU-002,Aceite_1L,732.6,ok
2015-07-06,SKU-003,Azucar_1kg,794.7,ok
2015-07-06,SKU-004,Leche_UHT_1L,1242.8,ok
2015-07-06,SKU-005,Harina_1kg,470.0,ok
2015-07-06,SKU-006,Pasta_Spaghetti,13.6,outlier_bajo
2015-07-06,SKU-007,Atun_Lata_170g,424.9,ok
2015-07-06,SKU-008,Frijol_500g,475.6,ok
2015-07-06,SKU-009,Sal_1kg,301.9,ok
2015-07-06,SKU-010,Cafe_Molido_250g,785.0,ok
2015-07-06,SKU-011,Jabon_Barra,621.3,ok
2015-07-06,SKU-012,Shampoo_400ml,1648.1,outlier_alto
2015-07-06,SKU-013,Papel_Higienico_4x,,missing_bloque
2015-07-06,SKU-014,Detergente_1kg,663.9,ok
2015-07-06,SKU-015,Mayonesa_445g,,missing_bloque
2015-07-06,SKU-016,Ketchup_397g,315.9,ok
2015-07-06,SKU-017,Galletas_200g,,missing
2015-07-06,SKU-018,Jugo_Naranja_1L,540.3,ok
2015-07-06,SKU-019,Agua_500ml_x24,33.1,outlier_bajo
2015-07-06,SKU-020,Cereal_Corn_500g,504.8,ok
2015-07-13,SKU-001,Arroz_500g,987.8,ok
2015-07-13,SKU-002,Aceite_1L,740.1,ok
2015-07-13,SKU-003,Azucar_1kg,779.1,ok
2015-07-13,SKU-004,Leche_UHT_1L,1159.2,ok
2015-07-13,SKU-005,Harina_1kg,505.5,ok
2015-07-13,SKU-006,Pasta_Spaghetti,598.8,ok
2015-07-13,SKU-007,Atun_Lata_170g,413.0,ok
2015-07-13,SKU-008,Frijol_500g,494.5,ok
2015-07-13,SKU-009,Sal_1kg,249.7,ok
2015-07-13,SKU-010,Cafe_Molido_250g,729.8,ok
2015-07-13,SKU-011,Jabon_Barra,1607.2,outlier_alto
2015-07-13,SKU-012,Shampoo_400ml,,missing_bloque
2015-07-13,SKU-013,Papel_Higienico_4x,983.1,ok
2015-07-13,SKU-014,Detergente_1kg,,missing
2015-07-13,SKU-015,Mayonesa_445g,,missing_bloque
2015-07-13,SKU-016,Ketchup_397g,331.8,ok
2015-07-13,SKU-017,Galletas_200g,873.7,ok
2015-07-13,SKU-018,Jugo_Naranja_1L,546.7,ok
2015-07-13,SKU-019,Agua_500ml_x24,1335.7,ok
2015-07-13,SKU-020,Cereal_Corn_500g,557.5,ok
2015-07-20,SKU-001,Arroz_500g,959.7,ok
2015-07-20,SKU-002,Aceite_1L,723.5,ok
2015-07-20,SKU-003,Azucar_1kg,816.6,ok
2015-07-20,SKU-004,Leche_UHT_1L,1141.8,ok
2015-07-20,SKU-005,Harina_1kg,,missing
2015-07-20,SKU-006,Pasta_Spaghetti,723.8,ok
2015-07-20,SKU-007,Atun_Lata_170g,425.4,ok
2015-07-20,SKU-008,Frijol_500g,451.6,ok
2015-07-20,SKU-009,Sal_1kg,294.9,ok
2015-07-20,SKU-010,Cafe_Molido_250g,723.2,ok
2015-07-20,SKU-011,Jabon_Barra,648.0,ok
2015-07-20,SKU-012,Shampoo_400ml,,missing_bloque
2015-07-20,SKU-013,Papel_Higienico_4x,918.3,ok
2015-07-20,SKU-014,Detergente_1kg,639.2,ok
2015-07-20,SKU-015,Mayonesa_445g,,missing_bloque
2015-07-20,SKU-016,Ketchup_397g,355.2,ok
2015-07-20,SKU-017,Galletas_200g,934.1,ok
2015-07-20,SKU-018,Jugo_Naranja_1L,587.0,ok
2015-07-20,SKU-019,Agua_500ml_x24,3620.1,outlier_alto
2015-07-20,SKU-020,Cereal_Corn_500g,473.9,ok
2015-07-27,SKU-001,Arroz_500g,,missing
2015-07-27,SKU-002,Aceite_1L,761.1,ok
2015-07-27,SKU-003,Azucar_1kg,778.4,ok
2015-07-27,SKU-004,Leche_UHT_1L,1058.0,ok
2015-07-27,SKU-005,Harina_1kg,523.4,ok
2015-07-27,SKU-006,Pasta_Spaghetti,42.7,outlier_bajo
2015-07-27,SKU-007,Atun_Lata_170g,468.8,ok
2015-07-27,SKU-008,Frijol_500g,409.9,ok
2015-07-27,SKU-009,Sal_1kg,288.4,ok
2015-07-27,SKU-010,Cafe_Molido_250g,757.0,ok
2015-07-27,SKU-011,Jabon_Barra,602.3,ok
2015-07-27,SKU-012,Shampoo_400ml,,missing_bloque
2015-07-27,SKU-013,Papel_Higienico_4x,985.6,ok
2015-07-27,SKU-014,Detergente_1kg,755.6,ok
2015-07-27,SKU-015,Mayonesa_445g,443.1,ok
2015-07-27,SKU-016,Ketchup_397g,356.7,ok
2015-07-27,SKU-017,Galletas_200g,1067.5,ok
2015-07-27,SKU-018,Jugo_Naranja_1L,1291.6,outlier_alto
2015-07-27,SKU-019,Agua_500ml_x24,1570.0,ok
2015-07-27,SKU-020,Cereal_Corn_500g,480.4,ok
2015-08-03,SKU-001,Arroz_500g,980.8,ok
2015-08-03,SKU-002,Aceite_1L,766.0,ok
2015-08-03,SKU-003,Azucar_1kg,615.3,ok
2015-08-03,SKU-004,Leche_UHT_1L,1092.0,ok
2015-08-03,SKU-005,Harina_1kg,,missing
2015-08-03,SKU-006,Pasta_Spaghetti,714.5,ok
2015-08-03,SKU-007,Atun_Lata_170g,452.3,ok
2015-08-03,SKU-008,Frijol_500g,423.6,ok
2015-08-03,SKU-009,Sal_1kg,,missing
2015-08-03,SKU-010,Cafe_Molido_250g,719.0,ok
2015-08-03,SKU-011,Jabon_Barra,622.2,ok
2015-08-03,SKU-012,Shampoo_400ml,,missing_bloque
2015-08-03,SKU-013,Papel_Higienico_4x,846.8,ok
2015-08-03,SKU-014,Detergente_1kg,628.0,ok
2015-08-03,SKU-015,Mayonesa_445g,422.7,ok
2015-08-03,SKU-016,Ketchup_397g,397.0,ok
2015-08-03,SKU-017,Galletas_200g,940.8,ok
2015-08-03,SKU-018,Jugo_Naranja_1L,423.2,ok
2015-08-03,SKU-019,Agua_500ml_x24,1504.3,ok
2015-08-03,SKU-020,Cereal_Corn_500g,812.0,duplicado
2015-08-10,SKU-001,Arroz_500g,902.8,ok
2015-08-10,SKU-002,Aceite_1L,728.6,ok
2015-08-10,SKU-003,Azucar_1kg,616.5,ok
2015-08-10,SKU-004,Leche_UHT_1L,1215.8,ok
2015-08-10,SKU-005,Harina_1kg,516.8,ok
2015-08-10,SKU-006,Pasta_Spaghetti,755.4,ok
2015-08-10,SKU-007,Atun_Lata_170g,446.8,ok
2015-08-10,SKU-008,Frijol_500g,409.1,ok
2015-08-10,SKU-009,Sal_1kg,298.0,ok
2015-08-10,SKU-010,Cafe_Molido_250g,662.9,ok
2015-08-10,SKU-011,Jabon_Barra,675.6,ok
2015-08-10,SKU-012,Shampoo_400ml,-27.1,negativo
2015-08-10,SKU-013,Papel_Higienico_4x,912.9,ok
2015-08-10,SKU-014,Detergente_1kg,675.1,ok
2015-08-10,SKU-015,Mayonesa_445g,465.7,ok
2015-08-10,SKU-016,Ketchup_397g,,missing
2015-08-10,SKU-017,Galletas_200g,871.6,ok
2015-08-10,SKU-018,Jugo_Naranja_1L,482.3,ok
2015-08-10,SKU-019,Agua_500ml_x24,1364.5,ok
2015-08-10,SKU-020,Cereal_Corn_500g,469.5,ok
2015-08-17,SKU-001,Arroz_500g,911.7,ok
2015-08-17,SKU-002,Aceite_1L,790.6,ok
2015-08-17,SKU-003,Azucar_1kg,579.2,ok
2015-08-17,SKU-004,Leche_UHT_1L,1032.4,ok
2015-08-17,SKU-005,Harina_1kg,435.4,ok
2015-08-17,SKU-006,Pasta_Spaghetti,101.7,outlier_bajo
2015-08-17,SKU-007,Atun_Lata_170g,442.3,ok
2015-08-17,SKU-008,Frijol_500g,469.8,ok
2015-08-17,SKU-009,Sal_1kg,298.0,ok
2015-08-17,SKU-010,Cafe_Molido_250g,733.7,ok
2015-08-17,SKU-011,Jabon_Barra,763.8,ok
2015-08-17,SKU-012,Shampoo_400ml,670.8,ok
2015-08-17,SKU-013,Papel_Higienico_4x,947.3,ok
2015-08-17,SKU-014,Detergente_1kg,556.1,ok
2015-08-17,SKU-015,Mayonesa_445g,447.1,ok
2015-08-17,SKU-016,Ketchup_397g,396.0,ok
2015-08-17,SKU-017,Galletas_200g,928.8,ok
2015-08-17,SKU-018,Jugo_Naranja_1L,416.8,ok
2015-08-17,SKU-019,Agua_500ml_x24,1434.3,ok
2015-08-17,SKU-020,Cereal_Corn_500g,421.8,ok
2015-08-24,SKU-001,Arroz_500g,754.9,ok
2015-08-24,SKU-002,Aceite_1L,863.9,ok
2015-08-24,SKU-003,Azucar_1kg,830.0,ok
2015-08-24,SKU-004,Leche_UHT_1L,1004.3,ok
2015-08-24,SKU-005,Harina_1kg,562.6,ok
2015-08-24,SKU-006,Pasta_Spaghetti,754.3,ok
2015-08-24,SKU-007,Atun_Lata_170g,388.0,ok
2015-08-24,SKU-008,Frijol_500g,418.4,ok
2015-08-24,SKU-009,Sal_1kg,267.6,ok
2015-08-24,SKU-010,Cafe_Molido_250g,720.3,ok
2015-08-24,SKU-011,Jabon_Barra,702.4,ok
2015-08-24,SKU-012,Shampoo_400ml,576.0,ok
2015-08-24,SKU-013,Papel_Higienico_4x,965.3,ok
2015-08-24,SKU-014,Detergente_1kg,575.2,ok
2015-08-24,SKU-015,Mayonesa_445g,492.3,ok
2015-08-24,SKU-016,Ketchup_397g,403.9,ok
2015-08-24,SKU-017,Galletas_200g,862.8,ok
2015-08-24,SKU-018,Jugo_Naranja_1L,509.2,ok
2015-08-24,SKU-019,Agua_500ml_x24,1374.4,ok
2015-08-24,SKU-020,Cereal_Corn_500g,437.8,ok
2015-08-31,SKU-001,Arroz_500g,854.8,ok
2015-08-31,SKU-002,Aceite_1L,808.8,ok
2015-08-31,SKU-003,Azucar_1kg,714.7,ok
